,Country,Country_code,Year,Gini,real_GDP,cpi,ip,unrate
72,Germany,DE,2009-01-01,30.5,614849.975,0.31518734994050324,80.55671305942163,7.7423134369512825
73,Germany,DE,2010-01-01,30.3,639716.5,1.103613726697408,89.86582215184599,6.96661734278364
74,Germany,DE,2011-01-01,30.8,665227.8,2.0747042322440508,97.74147845653802,5.825606760666587
75,Germany,DE,2012-01-01,31.1,669322.85,2.0086388964099275,97.17476456371365,5.379485630184915
76,Germany,DE,2013-01-01,31.5,673017.125,1.5052115961589692,97.44145345445455,5.23095543019167
77,Germany,DE,2014-01-01,30.9,687881.25,0.9082170956322428,99.33327777314776,4.980946049088705
78,Germany,DE,2015-01-01,31.6,696402.45,0.5138472299495147,99.73331110925905,4.624415578991248
79,Germany,DE,2016-01-01,31.6,711336.325,0.4919588518053677,100.7083923660306,4.122031871895268
80,Germany,DE,2017-01-01,31.2,732526.05,1.5102572013756093,104.10034169514117,3.7456981237508025
81,Germany,DE,2018-01-01,31.7,739914.55,1.73077950539545,105.32544378698216,3.3836092729938176
82,Germany,DE,2019-01-01,31.7,747965.25,1.4461383910804684,102.18351529294101,3.1363538914938727
83,Spain,ESP,1993-01-01,34.71052631578947,247227.753,0.2067025886659105,91.7111597592998,15.834212318843312
84,Spain,ESP,1994-01-01,34.71052631578947,247227.753,0.2067025886659105,99.00791583992986,15.834212318843312
85,Spain,ESP,1995-01-01,36.7,177992.225,0.4017052769410142,103.91275326062784,15.834212318843312
86,Spain,ESP,1996-01-01,34.71052631578947,182727.825,0.3547460938967875,102.39600199666842,15.834212318843312
87,Spain,ESP,1997-01-01,34.71052631578947,189493.3,0.3533830668400156,109.69909141590958,15.705464525547
88,Spain,ESP,1998-01-01,34.71052631578947,197817.925,0.2639268774672619,115.67301306084426,13.9196265357731
89,Spain,ESP,1999-01-01,34.71052631578947,206701.3,0.16653678051116427,118.65818221515191,10.549647857537
90,Spain,ESP,2000-01-01,34.3,217544.45,0.11653416171554935,123.97076997564167,11.4490812037284
91,Spain,ESP,2001-01-01,34.71052631578947,226100.5,0.2401220995284248,122.38518532098774,11.4858809721253
92,Spain,ESP,2002-01-01,34.71052631578947,232275.2,0.32396265872029983,122.29710191425167,10.9656541091787
93,Spain,ESP,2003-01-01,31.8,239201.475,0.2230805055216469,123.7975198312665,9.15140804686874
94,Spain,ESP,2004-01-01,33.3,246670.825,0.3285092369374516,125.73460477883742,8.45476026428798
95,Spain,ESP,2005-01-01,32.4,255679.475,0.21526602001217998,127.11227259356042,8.23201415911494
96,Spain,ESP,2006-01-01,33.5,266169.7,0.26686748511123487,132.01369334474433,11.2442994740127
97,Spain,ESP,2007-01-01,34.1,275764.175,0.3078109495990218,134.47719539766274,17.8573096697499
98,Spain,ESP,2008-01-01,34.2,278210.65,0.22072327459585758,124.20202016835016,19.859838665239
